tenant_id,history_id,member_id,project_id,project_name,project_type,allocation_role,task_title,task_summary,total_logged_hours,skill_tags,completed_at,evidence_confidence,source,synced_at,source_version,embedding_text,embedding_source_hash
00000000-0000-0000-0000-000000000001,EMP-110-PRJ-101-ui-component-development,EMP-110,PRJ-101,Project Apollo,Software/Migration,FE,UI component development,Implement reusable React components from designs,48.8,react|typescript|css|frontend|vite|accessibility|legacy-migration|core-banking,2026-07-04T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,UI component development | Implement reusable React components from designs | react|typescript|css|frontend|vite|accessibility|legacy-migration|core-banking,5080c20a150be878bb6b0662dee15c68e80a0b7c7ca71f4f0bc79869e553c6d5
00000000-0000-0000-0000-000000000001,EMP-110-PRJ-105-ui-component-development,EMP-110,PRJ-105,Project Orbit,Integration,FE,UI component development,Implement reusable React components from designs,34.8,react|typescript|css|frontend|vite|accessibility|api-integration|middleware,2026-07-11T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,UI component development | Implement reusable React components from designs | react|typescript|css|frontend|vite|accessibility|api-integration|middleware,85ef263f4074fe65fd780f140dac75d372d5eea9cc419dfbffe102043fb43c0c
00000000-0000-0000-0000-000000000001,EMP-110-PRJ-101-api-integration-(frontend),EMP-110,PRJ-101,Project Apollo,Software/Migration,FE,API integration (frontend),Wire UI to backend APIs and handle state,30.5,react|typescript|css|frontend|vite|accessibility|legacy-migration|core-banking,2026-07-21T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,API integration (frontend) | Wire UI to backend APIs and handle state | react|typescript|css|frontend|vite|accessibility|legacy-migration|core-banking,a99abb143bb1ac045d6eef0895a90bee44f6cfe805e18997abdb629d23e7f9e2
00000000-0000-0000-0000-000000000001,EMP-110-PRJ-101-cross-browser-qa-support,EMP-110,PRJ-101,Project Apollo,Software/Migration,FE,Cross-browser QA support,Fix layout and behaviour issues across browsers,24.4,react|typescript|css|frontend|vite|accessibility|legacy-migration|core-banking,2026-08-05T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Cross-browser QA support | Fix layout and behaviour issues across browsers | react|typescript|css|frontend|vite|accessibility|legacy-migration|core-banking,189f4585ec523ddcced4d8e43ddbfc02050d84821061751b47b9d0358746e778
00000000-0000-0000-0000-000000000001,EMP-110-PRJ-105-api-integration-(frontend),EMP-110,PRJ-105,Project Orbit,Integration,FE,API integration (frontend),Wire UI to backend APIs and handle state,21.8,react|typescript|css|frontend|vite|accessibility|api-integration|middleware,2026-07-05T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,API integration (frontend) | Wire UI to backend APIs and handle state | react|typescript|css|frontend|vite|accessibility|api-integration|middleware,4f74a162a7f8591df76039feeeb7a7a0229df30b849fcdbe377c0e774d9d82bc
00000000-0000-0000-0000-000000000001,EMP-110-PRJ-101-performance-tuning,EMP-110,PRJ-101,Project Apollo,Software/Migration,FE,Performance tuning,Optimize bundle size and render performance,18.3,react|typescript|css|frontend|vite|accessibility|legacy-migration|core-banking,2026-08-06T17:00:00.000Z,0.75,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Performance tuning | Optimize bundle size and render performance | react|typescript|css|frontend|vite|accessibility|legacy-migration|core-banking,6e230156ea76ed2521b8c5e69cedbbde96eafbbfb9369230111ea136d926215e
00000000-0000-0000-0000-000000000001,EMP-110-PRJ-105-cross-browser-qa-support,EMP-110,PRJ-105,Project Orbit,Integration,FE,Cross-browser QA support,Fix layout and behaviour issues across browsers,17.4,react|typescript|css|frontend|vite|accessibility|api-integration|middleware,2026-07-04T17:00:00.000Z,0.75,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Cross-browser QA support | Fix layout and behaviour issues across browsers | react|typescript|css|frontend|vite|accessibility|api-integration|middleware,e228efadd225d924a206d3f8ce4fb7da48263ca94299ea2933fbf02982a778b5
00000000-0000-0000-0000-000000000001,EMP-110-PRJ-105-performance-tuning,EMP-110,PRJ-105,Project Orbit,Integration,FE,Performance tuning,Optimize bundle size and render performance,13.1,react|typescript|css|frontend|vite|accessibility|api-integration|middleware,2026-07-08T17:00:00.000Z,0.75,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Performance tuning | Optimize bundle size and render performance | react|typescript|css|frontend|vite|accessibility|api-integration|middleware,77ff8f655a945ade994be60861cc9d01a90fd1c4b8265a9f36bac12a133b1dd0
00000000-0000-0000-0000-000000000001,EMP-111-PRJ-105-requirements-elicitation,EMP-111,PRJ-105,Project Orbit,Integration,BA,Requirements elicitation,Facilitate workshops and capture business needs,77.2,requirements|user-stories|process-modelling|stakeholder-mgmt|confluence|api-integration|middleware,2026-07-11T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Requirements elicitation | Facilitate workshops and capture business needs | requirements|user-stories|process-modelling|stakeholder-mgmt|confluence|api-integration|middleware,676b84ec06040419000fcf134407dcdf901b245d2482734efb0dbc0b4107d3bd
00000000-0000-0000-0000-000000000001,EMP-111-PRJ-105-user-story-authoring,EMP-111,PRJ-105,Project Orbit,Integration,BA,User story authoring,Write acceptance criteria for delivery teams,66.1,requirements|user-stories|process-modelling|stakeholder-mgmt|confluence|api-integration|middleware,2026-07-13T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,User story authoring | Write acceptance criteria for delivery teams | requirements|user-stories|process-modelling|stakeholder-mgmt|confluence|api-integration|middleware,1aa6fb3d14bfc74fe613bf99e2de636476f28baa092abdef14a5d7d7d4fb06c5
00000000-0000-0000-0000-000000000001,EMP-111-PRJ-105-process-mapping,EMP-111,PRJ-105,Project Orbit,Integration,BA,Process mapping,Document as-is and to-be process flows,44.1,requirements|user-stories|process-modelling|stakeholder-mgmt|confluence|api-integration|middleware,2026-07-27T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Process mapping | Document as-is and to-be process flows | requirements|user-stories|process-modelling|stakeholder-mgmt|confluence|api-integration|middleware,89332c9622992b67e39c517dc0930d0079934449c3774f4fb855dae635b1f0b5
00000000-0000-0000-0000-000000000001,EMP-111-PRJ-105-uat-coordination,EMP-111,PRJ-105,Project Orbit,Integration,BA,UAT coordination,Support user acceptance testing and sign-off,33.1,requirements|user-stories|process-modelling|stakeholder-mgmt|confluence|api-integration|middleware,2026-07-21T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,UAT coordination | Support user acceptance testing and sign-off | requirements|user-stories|process-modelling|stakeholder-mgmt|confluence|api-integration|middleware,5950d7e47c307db13146523f3b8b39bc24361d17629272ac828b1de9cb2e758d
00000000-0000-0000-0000-000000000001,EMP-112-PRJ-102-requirements-elicitation,EMP-112,PRJ-102,Project Vega,Software,BA,Requirements elicitation,Facilitate workshops and capture business needs,47.6,requirements|user-stories|process-modelling|stakeholder-mgmt|confluence|web-application|product-delivery,2026-07-06T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Requirements elicitation | Facilitate workshops and capture business needs | requirements|user-stories|process-modelling|stakeholder-mgmt|confluence|web-application|product-delivery,302d663220b45fce0312c9054fbbbebb93764733693e1ce4747edd720fb8a45a
00000000-0000-0000-0000-000000000001,EMP-112-PRJ-102-user-story-authoring,EMP-112,PRJ-102,Project Vega,Software,BA,User story authoring,Write acceptance criteria for delivery teams,40.8,requirements|user-stories|process-modelling|stakeholder-mgmt|confluence|web-application|product-delivery,2026-07-16T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,User story authoring | Write acceptance criteria for delivery teams | requirements|user-stories|process-modelling|stakeholder-mgmt|confluence|web-application|product-delivery,c59484c27a905a13665670073c2f163da8596194fd82c1720921d09e8f148095
00000000-0000-0000-0000-000000000001,EMP-112-PRJ-105-requirements-elicitation,EMP-112,PRJ-105,Project Orbit,Integration,BA,Requirements elicitation,Facilitate workshops and capture business needs,36.6,requirements|user-stories|process-modelling|stakeholder-mgmt|confluence|api-integration|middleware,2026-07-20T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Requirements elicitation | Facilitate workshops and capture business needs | requirements|user-stories|process-modelling|stakeholder-mgmt|confluence|api-integration|middleware,676b84ec06040419000fcf134407dcdf901b245d2482734efb0dbc0b4107d3bd
00000000-0000-0000-0000-000000000001,EMP-112-PRJ-105-user-story-authoring,EMP-112,PRJ-105,Project Orbit,Integration,BA,User story authoring,Write acceptance criteria for delivery teams,31.4,requirements|user-stories|process-modelling|stakeholder-mgmt|confluence|api-integration|middleware,2026-07-24T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,User story authoring | Write acceptance criteria for delivery teams | requirements|user-stories|process-modelling|stakeholder-mgmt|confluence|api-integration|middleware,1aa6fb3d14bfc74fe613bf99e2de636476f28baa092abdef14a5d7d7d4fb06c5
00000000-0000-0000-0000-000000000001,EMP-112-PRJ-102-process-mapping,EMP-112,PRJ-102,Project Vega,Software,BA,Process mapping,Document as-is and to-be process flows,27.2,requirements|user-stories|process-modelling|stakeholder-mgmt|confluence|web-application|product-delivery,2026-07-30T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Process mapping | Document as-is and to-be process flows | requirements|user-stories|process-modelling|stakeholder-mgmt|confluence|web-application|product-delivery,4d6db655178974bd9d9796f6e93522fad276b75497099e818c4d5d146fd59376
00000000-0000-0000-0000-000000000001,EMP-112-PRJ-105-process-mapping,EMP-112,PRJ-105,Project Orbit,Integration,BA,Process mapping,Document as-is and to-be process flows,20.9,requirements|user-stories|process-modelling|stakeholder-mgmt|confluence|api-integration|middleware,2026-07-12T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Process mapping | Document as-is and to-be process flows | requirements|user-stories|process-modelling|stakeholder-mgmt|confluence|api-integration|middleware,89332c9622992b67e39c517dc0930d0079934449c3774f4fb855dae635b1f0b5
00000000-0000-0000-0000-000000000001,EMP-112-PRJ-102-uat-coordination,EMP-112,PRJ-102,Project Vega,Software,BA,UAT coordination,Support user acceptance testing and sign-off,20.4,requirements|user-stories|process-modelling|stakeholder-mgmt|confluence|web-application|product-delivery,2026-06-30T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,UAT coordination | Support user acceptance testing and sign-off | requirements|user-stories|process-modelling|stakeholder-mgmt|confluence|web-application|product-delivery,2f3493828cc7b60a86c72cb37c8ff95578a2211dd347042df74b042744e85dc2
00000000-0000-0000-0000-000000000001,EMP-112-PRJ-105-uat-coordination,EMP-112,PRJ-105,Project Orbit,Integration,BA,UAT coordination,Support user acceptance testing and sign-off,15.7,requirements|user-stories|process-modelling|stakeholder-mgmt|confluence|api-integration|middleware,2026-08-06T17:00:00.000Z,0.75,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,UAT coordination | Support user acceptance testing and sign-off | requirements|user-stories|process-modelling|stakeholder-mgmt|confluence|api-integration|middleware,5950d7e47c307db13146523f3b8b39bc24361d17629272ac828b1de9cb2e758d
00000000-0000-0000-0000-000000000001,EMP-113-PRJ-106-api-endpoint-implementation,EMP-113,PRJ-106,Project Helios,Software/Migration,BE,API endpoint implementation,Build and test REST APIs for core services,34.5,java|spring-boot|rest-api|microservices|sql|postgresql|legacy-migration|core-banking,2026-07-21T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,API endpoint implementation | Build and test REST APIs for core services | java|spring-boot|rest-api|microservices|sql|postgresql|legacy-migration|core-banking,f3e46ff853880de24c542f28e90a513c99e4c13d97536c56b713a8232ea1903b
00000000-0000-0000-0000-000000000001,EMP-113-PRJ-106-service-integration,EMP-113,PRJ-106,Project Helios,Software/Migration,BE,Service integration,Integrate backend services with downstream systems,29.6,java|spring-boot|rest-api|microservices|sql|postgresql|legacy-migration|core-banking,2026-07-02T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Service integration | Integrate backend services with downstream systems | java|spring-boot|rest-api|microservices|sql|postgresql|legacy-migration|core-banking,3ae315390716319ab4ac8aafbd335b0bbcd4f670f08a71b134102cbb6098d9b6
00000000-0000-0000-0000-000000000001,EMP-113-PRJ-106-bug-fixes-&-code-review,EMP-113,PRJ-106,Project Helios,Software/Migration,BE,Bug fixes & code review,Triage defects and review peer pull requests,19.7,java|spring-boot|rest-api|microservices|sql|postgresql|legacy-migration|core-banking,2026-07-07T17:00:00.000Z,0.75,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Bug fixes & code review | Triage defects and review peer pull requests | java|spring-boot|rest-api|microservices|sql|postgresql|legacy-migration|core-banking,086f2a097655dd51eb163a46b6a70859edcd425f18c115a8dbbdb34084d77c03
00000000-0000-0000-0000-000000000001,EMP-113-PRJ-106-database-migration-support,EMP-113,PRJ-106,Project Helios,Software/Migration,BE,Database migration support,Support schema changes and data migration scripts,14.8,java|spring-boot|rest-api|microservices|sql|postgresql|legacy-migration|core-banking,2026-07-12T17:00:00.000Z,0.75,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Database migration support | Support schema changes and data migration scripts | java|spring-boot|rest-api|microservices|sql|postgresql|legacy-migration|core-banking,114c6e3d01d648ab7652b71b9559f6b5020164c6cbd98d4b541790555f0c0c71
00000000-0000-0000-0000-000000000001,EMP-114-PRJ-108-high-fidelity-ui-design,EMP-114,PRJ-108,Project Zephyr,Data,Design,High-fidelity UI design,Deliver pixel-ready screens in Figma,18.2,figma|ux-research|ui-design|prototyping|design-system|data-engineering|reporting,2026-07-27T17:00:00.000Z,0.75,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,High-fidelity UI design | Deliver pixel-ready screens in Figma | figma|ux-research|ui-design|prototyping|design-system|data-engineering|reporting,5a4652cc99de89d0bbd2a9ef29e474bc0c4b9276387c618e4dbd6cfe362d8154
00000000-0000-0000-0000-000000000001,EMP-114-PRJ-102-high-fidelity-ui-design,EMP-114,PRJ-102,Project Vega,Software,Design,High-fidelity UI design,Deliver pixel-ready screens in Figma,17.3,figma|ux-research|ui-design|prototyping|design-system|web-application|product-delivery,2026-07-18T17:00:00.000Z,0.75,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,High-fidelity UI design | Deliver pixel-ready screens in Figma | figma|ux-research|ui-design|prototyping|design-system|web-application|product-delivery,68af87ad710f0fee537cc206c17dc568e66686a2d9e0bd6ec1eca1d9ea39400a
00000000-0000-0000-0000-000000000001,EMP-114-PRJ-108-ux-research-&-wireframes,EMP-114,PRJ-108,Project Zephyr,Data,Design,UX research & wireframes,Run discovery and produce low-fi wireframes,15.6,figma|ux-research|ui-design|prototyping|design-system|data-engineering|reporting,2026-07-21T17:00:00.000Z,0.75,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,UX research & wireframes | Run discovery and produce low-fi wireframes | figma|ux-research|ui-design|prototyping|design-system|data-engineering|reporting,8a83508d0f70f3afc270fcedb3976db295280c96349797d9d5892a7116375e05
00000000-0000-0000-0000-000000000001,EMP-114-PRJ-102-ux-research-&-wireframes,EMP-114,PRJ-102,Project Vega,Software,Design,UX research & wireframes,Run discovery and produce low-fi wireframes,14.9,figma|ux-research|ui-design|prototyping|design-system|web-application|product-delivery,2026-08-03T17:00:00.000Z,0.75,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,UX research & wireframes | Run discovery and produce low-fi wireframes | figma|ux-research|ui-design|prototyping|design-system|web-application|product-delivery,bad96297dbc4d7711070d4752cdf8c17294775251bc2daa3524a86503676a0f6
00000000-0000-0000-0000-000000000001,EMP-114-PRJ-108-design-system-contribution,EMP-114,PRJ-108,Project Zephyr,Data,Design,Design system contribution,Extend shared component library,10.4,figma|ux-research|ui-design|prototyping|design-system|data-engineering|reporting,2026-08-06T17:00:00.000Z,0.75,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Design system contribution | Extend shared component library | figma|ux-research|ui-design|prototyping|design-system|data-engineering|reporting,29663a691435c8acbfcd51ff4e82ba8c48e9cc9767459f5a14546e92fd0b4d40
00000000-0000-0000-0000-000000000001,EMP-114-PRJ-102-design-system-contribution,EMP-114,PRJ-102,Project Vega,Software,Design,Design system contribution,Extend shared component library,9.9,figma|ux-research|ui-design|prototyping|design-system|web-application|product-delivery,2026-07-22T17:00:00.000Z,0.75,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Design system contribution | Extend shared component library | figma|ux-research|ui-design|prototyping|design-system|web-application|product-delivery,fe193da4f9a5b25eebd5c2fcbd50357d662a8ecb733414a8039a61e8247ee132
00000000-0000-0000-0000-000000000001,EMP-114-PRJ-108-design-qa-with-engineering,EMP-114,PRJ-108,Project Zephyr,Data,Design,Design QA with engineering,Review implemented UI against specs,7.8,figma|ux-research|ui-design|prototyping|design-system|data-engineering|reporting,2026-08-01T17:00:00.000Z,0.75,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Design QA with engineering | Review implemented UI against specs | figma|ux-research|ui-design|prototyping|design-system|data-engineering|reporting,f4f5ae44559640325907b5d2b35a2fb95f76466b438caba1e2245e8ffaeb8546
00000000-0000-0000-0000-000000000001,EMP-114-PRJ-102-design-qa-with-engineering,EMP-114,PRJ-102,Project Vega,Software,Design,Design QA with engineering,Review implemented UI against specs,7.4,figma|ux-research|ui-design|prototyping|design-system|web-application|product-delivery,2026-07-03T17:00:00.000Z,0.75,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Design QA with engineering | Review implemented UI against specs | figma|ux-research|ui-design|prototyping|design-system|web-application|product-delivery,e7f5506910da0dce8fbc118075de030be7bb70c705ed8458aea3a72fffe3177b
00000000-0000-0000-0000-000000000001,EMP-115-PRJ-102-high-fidelity-ui-design,EMP-115,PRJ-102,Project Vega,Software,Design,High-fidelity UI design,Deliver pixel-ready screens in Figma,50.8,figma|ux-research|ui-design|prototyping|design-system|web-application|product-delivery,2026-07-02T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,High-fidelity UI design | Deliver pixel-ready screens in Figma | figma|ux-research|ui-design|prototyping|design-system|web-application|product-delivery,68af87ad710f0fee537cc206c17dc568e66686a2d9e0bd6ec1eca1d9ea39400a
00000000-0000-0000-0000-000000000001,EMP-115-PRJ-102-ux-research-&-wireframes,EMP-115,PRJ-102,Project Vega,Software,Design,UX research & wireframes,Run discovery and produce low-fi wireframes,43.5,figma|ux-research|ui-design|prototyping|design-system|web-application|product-delivery,2026-07-20T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,UX research & wireframes | Run discovery and produce low-fi wireframes | figma|ux-research|ui-design|prototyping|design-system|web-application|product-delivery,bad96297dbc4d7711070d4752cdf8c17294775251bc2daa3524a86503676a0f6
00000000-0000-0000-0000-000000000001,EMP-115-PRJ-102-design-system-contribution,EMP-115,PRJ-102,Project Vega,Software,Design,Design system contribution,Extend shared component library,29,figma|ux-research|ui-design|prototyping|design-system|web-application|product-delivery,2026-08-03T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Design system contribution | Extend shared component library | figma|ux-research|ui-design|prototyping|design-system|web-application|product-delivery,fe193da4f9a5b25eebd5c2fcbd50357d662a8ecb733414a8039a61e8247ee132
00000000-0000-0000-0000-000000000001,EMP-115-PRJ-105-high-fidelity-ui-design,EMP-115,PRJ-105,Project Orbit,Integration,Design,High-fidelity UI design,Deliver pixel-ready screens in Figma,25.4,figma|ux-research|ui-design|prototyping|design-system|api-integration|middleware,2026-08-05T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,High-fidelity UI design | Deliver pixel-ready screens in Figma | figma|ux-research|ui-design|prototyping|design-system|api-integration|middleware,6942a54015e4425da2bafa987ef1eee32cdc645f42f42eb1495ed2243f8675d2
00000000-0000-0000-0000-000000000001,EMP-115-PRJ-102-design-qa-with-engineering,EMP-115,PRJ-102,Project Vega,Software,Design,Design QA with engineering,Review implemented UI against specs,21.8,figma|ux-research|ui-design|prototyping|design-system|web-application|product-delivery,2026-07-02T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Design QA with engineering | Review implemented UI against specs | figma|ux-research|ui-design|prototyping|design-system|web-application|product-delivery,e7f5506910da0dce8fbc118075de030be7bb70c705ed8458aea3a72fffe3177b
00000000-0000-0000-0000-000000000001,EMP-115-PRJ-105-ux-research-&-wireframes,EMP-115,PRJ-105,Project Orbit,Integration,Design,UX research & wireframes,Run discovery and produce low-fi wireframes,21.8,figma|ux-research|ui-design|prototyping|design-system|api-integration|middleware,2026-07-04T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,UX research & wireframes | Run discovery and produce low-fi wireframes | figma|ux-research|ui-design|prototyping|design-system|api-integration|middleware,9dac7c593be4bea1ea95a74fc176a9abaaa2fd947f64b93561bcc029136a5aaf
00000000-0000-0000-0000-000000000001,EMP-115-PRJ-105-design-system-contribution,EMP-115,PRJ-105,Project Orbit,Integration,Design,Design system contribution,Extend shared component library,14.5,figma|ux-research|ui-design|prototyping|design-system|api-integration|middleware,2026-07-11T17:00:00.000Z,0.75,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Design system contribution | Extend shared component library | figma|ux-research|ui-design|prototyping|design-system|api-integration|middleware,48788f1b7487e9d92352751b0f22171c33bb9871ee15d90cdc83d2fc7ece3f55
00000000-0000-0000-0000-000000000001,EMP-115-PRJ-105-design-qa-with-engineering,EMP-115,PRJ-105,Project Orbit,Integration,Design,Design QA with engineering,Review implemented UI against specs,10.9,figma|ux-research|ui-design|prototyping|design-system|api-integration|middleware,2026-07-29T17:00:00.000Z,0.75,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Design QA with engineering | Review implemented UI against specs | figma|ux-research|ui-design|prototyping|design-system|api-integration|middleware,7e2766873958046bcf09f010d89d9f40e792bde064ce0c2c8ab1d2dc01b640df
00000000-0000-0000-0000-000000000001,EMP-116-PRJ-104-automated-test-suite,EMP-116,PRJ-104,Project Draco,Integration,QA,Automated test suite,Maintain API and UI automation scripts,40.6,test-automation|selenium|api-testing|regression-testing|jira|api-integration|middleware,2026-06-30T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Automated test suite | Maintain API and UI automation scripts | test-automation|selenium|api-testing|regression-testing|jira|api-integration|middleware,562c50e4a870ba8466d4eecde60e360cf91071834e94bc0eaa48d25e45895ee6
00000000-0000-0000-0000-000000000001,EMP-116-PRJ-105-automated-test-suite,EMP-116,PRJ-105,Project Orbit,Integration,QA,Automated test suite,Maintain API and UI automation scripts,38.5,test-automation|selenium|api-testing|regression-testing|jira|api-integration|middleware,2026-07-03T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Automated test suite | Maintain API and UI automation scripts | test-automation|selenium|api-testing|regression-testing|jira|api-integration|middleware,562c50e4a870ba8466d4eecde60e360cf91071834e94bc0eaa48d25e45895ee6
00000000-0000-0000-0000-000000000001,EMP-116-PRJ-104-test-case-design,EMP-116,PRJ-104,Project Draco,Integration,QA,Test case design,Author functional and regression test cases,34.8,test-automation|selenium|api-testing|regression-testing|jira|api-integration|middleware,2026-07-14T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Test case design | Author functional and regression test cases | test-automation|selenium|api-testing|regression-testing|jira|api-integration|middleware,5e4e1ccac850e6660e6ac580a6e636dc430feb02aa053a1c0683fa8c2ce848e8
00000000-0000-0000-0000-000000000001,EMP-116-PRJ-105-test-case-design,EMP-116,PRJ-105,Project Orbit,Integration,QA,Test case design,Author functional and regression test cases,33,test-automation|selenium|api-testing|regression-testing|jira|api-integration|middleware,2026-07-03T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Test case design | Author functional and regression test cases | test-automation|selenium|api-testing|regression-testing|jira|api-integration|middleware,5e4e1ccac850e6660e6ac580a6e636dc430feb02aa053a1c0683fa8c2ce848e8
00000000-0000-0000-0000-000000000001,EMP-116-PRJ-104-release-regression,EMP-116,PRJ-104,Project Draco,Integration,QA,Release regression,Execute regression cycles before release,23.2,test-automation|selenium|api-testing|regression-testing|jira|api-integration|middleware,2026-08-03T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Release regression | Execute regression cycles before release | test-automation|selenium|api-testing|regression-testing|jira|api-integration|middleware,f10f0a268054e2e3813439c7832d0d5ae630b42d8449b1a137fe6f4c7cf96430
00000000-0000-0000-0000-000000000001,EMP-116-PRJ-105-release-regression,EMP-116,PRJ-105,Project Orbit,Integration,QA,Release regression,Execute regression cycles before release,22,test-automation|selenium|api-testing|regression-testing|jira|api-integration|middleware,2026-07-05T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Release regression | Execute regression cycles before release | test-automation|selenium|api-testing|regression-testing|jira|api-integration|middleware,f10f0a268054e2e3813439c7832d0d5ae630b42d8449b1a137fe6f4c7cf96430
00000000-0000-0000-0000-000000000001,EMP-116-PRJ-104-defect-triage,EMP-116,PRJ-104,Project Draco,Integration,QA,Defect triage,"Log, reproduce, and verify fixed defects",17.4,test-automation|selenium|api-testing|regression-testing|jira|api-integration|middleware,2026-07-15T17:00:00.000Z,0.75,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,"Defect triage | Log, reproduce, and verify fixed defects | test-automation|selenium|api-testing|regression-testing|jira|api-integration|middleware",23c7d01d64c09f6ea4a03c9113b46dc4b90fc5e54e1527284a9f19495b3326b6
00000000-0000-0000-0000-000000000001,EMP-116-PRJ-105-defect-triage,EMP-116,PRJ-105,Project Orbit,Integration,QA,Defect triage,"Log, reproduce, and verify fixed defects",16.5,test-automation|selenium|api-testing|regression-testing|jira|api-integration|middleware,2026-07-07T17:00:00.000Z,0.75,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,"Defect triage | Log, reproduce, and verify fixed defects | test-automation|selenium|api-testing|regression-testing|jira|api-integration|middleware",23c7d01d64c09f6ea4a03c9113b46dc4b90fc5e54e1527284a9f19495b3326b6
